,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
2202,FDE17,20.1,regular,0.0545,frozen foods,152.14,OUT049,1999,medium,Tier 1,supermarket type1,755.68
2203,FDG34,11.5,regular,0.0377,snack foods,109.53,OUT018,2009,medium,Tier 3,supermarket type2,1953.46
2204,FDE26,9.3,low fat,0.149,canned,143.08,OUT010,1998,medium,Tier 3,grocery store,288.96
2205,FDD56,15.2,regular,0.1042,fruits and vegetables,176.51,OUT018,2009,medium,Tier 3,supermarket type2,2976.79
2206,FDR52,12.65,regular,0.0762,frozen foods,191.38,OUT045,2002,medium,Tier 2,supermarket type1,2675.18
2207,FDQ13,11.1,low fat,0.0106,canned,84.19,OUT035,2004,small,Tier 2,supermarket type1,755.02
2208,NCJ42,12.86,low fat,0.025,household,102.73,OUT019,1985,small,Tier 1,grocery store,410.13
2209,FDH10,12.86,low fat,0.0863,snack foods,192.65,OUT019,1985,small,Tier 1,grocery store,387.5
2210,NCG42,19.2,low fat,0.0412,household,131.23,OUT035,2004,small,Tier 2,supermarket type1,3635.27
2211,FDT31,19.75,low fat,0.0125,fruits and vegetables,187.59,OUT045,2002,medium,Tier 2,supermarket type1,1323.61
2212,DRD25,6.14,low fat,0.0791,soft drinks,112.69,OUT045,2002,medium,Tier 2,supermarket type1,2942.84
2213,FDR35,12.5,low fat,0.0207,breads,199.17,OUT035,2004,small,Tier 2,supermarket type1,4379.63
2214,FDL33,7.24,low fat,0.1002,snack foods,193.95,OUT045,2002,medium,Tier 2,supermarket type1,2936.18
2215,FDT45,15.85,low fat,0.0573,snack foods,53.4,OUT035,2004,small,Tier 2,supermarket type1,600.55
2217,DRE49,20.75,low fat,0.0,soft drinks,153.0,OUT035,2004,small,Tier 2,supermarket type1,2428.84
2218,DRF60,10.8,low fat,0.0521,soft drinks,239.96,OUT049,1999,medium,Tier 1,supermarket type1,3813.7
2219,NCB54,8.76,low fat,0.0501,health and hygiene,128.33,OUT049,1999,medium,Tier 1,supermarket type1,2556.67
2220,FDH20,16.1,regular,0.025,fruits and vegetables,97.34,OUT049,1999,medium,Tier 1,supermarket type1,1255.03
2221,FDA31,7.1,low fat,0.11,fruits and vegetables,172.91,OUT035,2004,small,Tier 2,supermarket type1,2769.73
2222,FDE33,19.35,regular,0.0497,fruits and vegetables,76.86,OUT045,2002,medium,Tier 2,supermarket type1,1571.29
2223,FDM12,16.7,regular,0.117,baking goods,189.22,OUT010,1998,medium,Tier 3,grocery store,188.42
2224,FDW44,9.5,regular,0.0351,fruits and vegetables,168.64,OUT013,1987,high,Tier 3,supermarket type1,1022.67
2225,DRE48,8.43,low fat,0.0173,soft drinks,197.88,OUT013,1987,high,Tier 3,supermarket type1,3744.46
2226,NCX18,14.15,low fat,0.0088,household,196.51,OUT045,2002,medium,Tier 2,supermarket type1,2749.75
2227,FDA38,5.44,low fat,0.0256,dairy,239.15,OUT018,2009,medium,Tier 3,supermarket type2,480.71
2228,FDQ19,7.35,regular,0.0144,fruits and vegetables,242.65,OUT013,1987,high,Tier 3,supermarket type1,969.4
2229,FDY47,12.86,regular,0.0542,breads,129.13,OUT027,1985,medium,Tier 3,supermarket type3,4933.58
2230,FDE17,20.1,regular,0.0544,frozen foods,151.34,OUT013,1987,high,Tier 3,supermarket type1,2720.46
2231,FDY25,12.0,low fat,0.034,canned,181.9,OUT046,1997,small,Tier 1,supermarket type1,4527.44
2232,FDT03,21.25,low fat,0.01,meat,185.56,OUT035,2004,small,Tier 2,supermarket type1,3123.93
2233,FDB49,8.3,regular,0.0302,baking goods,98.04,OUT045,2002,medium,Tier 2,supermarket type1,2857.61
2234,FDL43,10.1,low fat,0.0272,meat,76.07,OUT017,2007,medium,Tier 2,supermarket type1,1454.77
2235,FDE47,14.15,low fat,0.0381,starchy foods,123.5,OUT017,2007,medium,Tier 2,supermarket type1,1992.07
2236,FDS49,9.0,low fat,0.0795,canned,78.36,OUT045,2002,medium,Tier 2,supermarket type1,1728.42
2237,FDU23,12.15,low fat,0.0218,breads,163.62,OUT018,2009,medium,Tier 3,supermarket type2,2311.66
2239,FDV09,12.86,low fat,0.036,snack foods,148.07,OUT019,1985,small,Tier 1,grocery store,593.89
2240,FDR20,20.0,regular,0.0282,fruits and vegetables,45.57,OUT049,1999,medium,Tier 1,supermarket type1,452.74
2241,FDY11,6.71,regular,0.0296,baking goods,65.81,OUT046,1997,small,Tier 1,supermarket type1,856.88
2242,FDG40,12.86,low fat,0.0396,frozen foods,31.96,OUT027,1985,medium,Tier 3,supermarket type3,984.72
2243,FDX20,7.36,low fat,0.0428,fruits and vegetables,228.37,OUT017,2007,medium,Tier 2,supermarket type1,2037.35
2244,FDZ27,7.94,low fat,0.0171,dairy,50.04,OUT013,1987,high,Tier 3,supermarket type1,149.8
2245,FDH09,12.6,low fat,0.0564,seafood,51.4,OUT017,2007,medium,Tier 2,supermarket type1,473.38
2246,FDG29,17.6,low fat,0.0564,frozen foods,42.75,OUT049,1999,medium,Tier 1,supermarket type1,293.62
2247,NCA30,19.0,low fat,0.1295,household,190.19,OUT049,1999,medium,Tier 1,supermarket type1,5105.35
2248,NCL53,7.5,low fat,0.0364,health and hygiene,175.3,OUT017,2007,medium,Tier 2,supermarket type1,3010.75
2249,DRE15,13.35,low fat,0.0,dairy,77.6,OUT046,1997,small,Tier 1,supermarket type1,986.72
2250,NCS38,8.6,low fat,0.0902,household,112.92,OUT046,1997,small,Tier 1,supermarket type1,458.07
2252,FDB58,10.5,regular,0.0226,snack foods,140.62,OUT010,1998,medium,Tier 3,grocery store,283.63
2253,FDH41,9.0,low fat,0.082,frozen foods,213.35,OUT046,1997,small,Tier 1,supermarket type1,1935.48
2254,DRF23,4.61,low fat,0.1228,hard drinks,172.44,OUT049,1999,medium,Tier 1,supermarket type1,1569.96
2255,FDE05,10.9,regular,0.0543,frozen foods,146.21,OUT010,1998,medium,Tier 3,grocery store,437.43
2256,FDY10,17.6,low fat,0.0491,snack foods,112.72,OUT049,1999,medium,Tier 1,supermarket type1,1717.76
2257,FDS43,11.65,low fat,0.0406,fruits and vegetables,188.22,OUT049,1999,medium,Tier 1,supermarket type1,1304.97
2258,NCM30,19.1,low fat,0.0674,household,41.98,OUT049,1999,medium,Tier 1,supermarket type1,784.31
2259,FDY49,17.2,regular,0.012,canned,165.72,OUT045,2002,medium,Tier 2,supermarket type1,1816.3
2260,FDN02,16.5,low fat,0.074,canned,206.86,OUT045,2002,medium,Tier 2,supermarket type1,2070.64
2261,FDP37,15.6,low fat,0.1434,breakfast,128.1,OUT045,2002,medium,Tier 2,supermarket type1,2184.49
2262,NCF07,9.0,low fat,0.032,household,99.6,OUT035,2004,small,Tier 2,supermarket type1,1922.83
2263,FDJ09,15.0,low fat,0.0583,snack foods,44.07,OUT013,1987,high,Tier 3,supermarket type1,633.84
2264,FDO23,12.86,low fat,0.1457,breads,94.34,OUT027,1985,medium,Tier 3,supermarket type3,2269.05
2265,FDH09,12.86,low fat,0.0558,seafood,52.5,OUT027,1985,medium,Tier 3,supermarket type3,1209.76
2266,FDX34,6.2,low fat,0.0721,snack foods,119.31,OUT049,1999,medium,Tier 1,supermarket type1,1205.1
2267,FDV60,20.2,regular,0.1175,baking goods,197.31,OUT049,1999,medium,Tier 1,supermarket type1,3338.99
2268,FDE32,20.7,low fat,0.0487,fruits and vegetables,38.75,OUT013,1987,high,Tier 3,supermarket type1,227.7
2269,NCI30,20.25,low fat,0.0592,household,245.05,OUT018,2009,medium,Tier 3,supermarket type2,4680.57
2270,FDS37,7.66,low fat,0.0319,canned,117.75,OUT013,1987,high,Tier 3,supermarket type1,695.1
2271,FDC57,12.86,regular,0.0956,fruits and vegetables,193.98,OUT019,1985,small,Tier 1,grocery store,579.25
2272,DRC01,5.92,regular,0.0193,soft drinks,49.07,OUT017,2007,medium,Tier 2,supermarket type1,1478.08
2273,DRD27,18.75,low fat,0.024,dairy,99.0,OUT017,2007,medium,Tier 2,supermarket type1,694.43
2274,FDI12,9.4,regular,0.1006,baking goods,88.39,OUT045,2002,medium,Tier 2,supermarket type1,703.08
2275,FDQ33,13.35,low fat,0.0912,snack foods,149.37,OUT035,2004,small,Tier 2,supermarket type1,4514.12
2276,FDQ27,12.86,regular,0.0775,meat,101.4,OUT019,1985,small,Tier 1,grocery store,206.4
2277,NCB07,19.2,low fat,0.1297,household,196.21,OUT010,1998,medium,Tier 3,grocery store,589.23
2278,FDC08,19.0,regular,0.1034,fruits and vegetables,226.17,OUT013,1987,high,Tier 3,supermarket type1,3169.21
2279,FDD20,14.15,low fat,0.0207,fruits and vegetables,124.2,OUT046,1997,small,Tier 1,supermarket type1,2490.09
2280,FDS24,20.85,regular,0.0622,baking goods,88.15,OUT035,2004,small,Tier 2,supermarket type1,1151.17
2281,FDH34,8.63,low fat,0.0313,snack foods,186.06,OUT017,2007,medium,Tier 2,supermarket type1,3900.92
2283,FDM01,7.9,regular,0.0946,breakfast,104.53,OUT046,1997,small,Tier 1,supermarket type1,1845.6
2284,FDB20,7.72,low fat,0.0519,fruits and vegetables,78.0,OUT013,1987,high,Tier 3,supermarket type1,934.78
2285,NCK29,5.62,low fat,0.1265,health and hygiene,121.57,OUT017,2007,medium,Tier 2,supermarket type1,3202.5
2286,FDS11,7.05,regular,0.0556,breads,224.91,OUT049,1999,medium,Tier 1,supermarket type1,2684.51
2287,NCV41,14.35,low fat,0.0285,health and hygiene,109.22,OUT010,1998,medium,Tier 3,grocery store,221.05
2288,DRL60,8.52,low fat,0.0271,soft drinks,151.77,OUT049,1999,medium,Tier 1,supermarket type1,2439.49
2289,FDV10,7.64,regular,0.0671,snack foods,44.01,OUT017,2007,medium,Tier 2,supermarket type1,596.56
2290,FDV09,12.1,low fat,0.0207,snack foods,149.57,OUT018,2009,medium,Tier 3,supermarket type2,2227.1
2291,FDQ39,14.8,low fat,0.081,meat,192.48,OUT046,1997,small,Tier 1,supermarket type1,5159.28
2292,DRE49,20.75,low fat,0.0213,soft drinks,153.6,OUT018,2009,medium,Tier 3,supermarket type2,1366.22
2294,DRJ23,18.35,low fat,0.0697,hard drinks,190.29,OUT010,1998,medium,Tier 3,grocery store,378.17
2295,FDQ26,13.5,regular,0.0681,dairy,58.66,OUT018,2009,medium,Tier 3,supermarket type2,711.07
2296,NCA06,20.5,low fat,0.1441,household,34.82,OUT017,2007,medium,Tier 2,supermarket type1,1061.95
2297,FDT24,12.35,regular,0.1866,baking goods,78.63,OUT018,2009,medium,Tier 3,supermarket type2,1004.03
2298,DRG27,8.9,low fat,0.1053,dairy,39.11,OUT045,2002,medium,Tier 2,supermarket type1,609.21
2299,FDR02,16.7,low fat,0.0221,dairy,110.89,OUT045,2002,medium,Tier 2,supermarket type1,3558.04
2300,DRG37,16.2,low fat,0.0194,soft drinks,155.9,OUT035,2004,small,Tier 2,supermarket type1,2025.36
2301,FDJ07,7.26,low fat,0.0145,meat,118.12,OUT018,2009,medium,Tier 3,supermarket type2,1864.24
2302,FDP32,6.65,low fat,0.0878,fruits and vegetables,126.77,OUT049,1999,medium,Tier 1,supermarket type1,1907.52
2303,FDV59,13.35,low fat,0.048,breads,218.92,OUT046,1997,small,Tier 1,supermarket type1,5660.63
2304,FDP60,17.35,low fat,0.0559,baking goods,99.8,OUT035,2004,small,Tier 2,supermarket type1,607.21
2305,FDE32,12.86,low fat,0.0485,fruits and vegetables,39.65,OUT027,1985,medium,Tier 3,supermarket type3,1024.67
2306,FDK26,5.46,regular,0.0324,canned,187.42,OUT017,2007,medium,Tier 2,supermarket type1,3169.21
2307,FDW28,18.25,low fat,0.0888,frozen foods,197.35,OUT035,2004,small,Tier 2,supermarket type1,2740.43
2308,FDP56,8.18,low fat,0.0466,fruits and vegetables,47.77,OUT049,1999,medium,Tier 1,supermarket type1,640.5
2309,FDT25,7.5,low fat,0.0508,canned,122.21,OUT046,1997,small,Tier 1,supermarket type1,1960.12
2310,FDQ12,12.65,low fat,0.0354,baking goods,230.6,OUT035,2004,small,Tier 2,supermarket type1,2067.31
2311,FDR60,14.3,low fat,0.1304,baking goods,77.23,OUT035,2004,small,Tier 2,supermarket type1,231.7
2312,FDZ10,17.85,low fat,0.0744,snack foods,128.0,OUT010,1998,medium,Tier 3,grocery store,253.0
2313,FDM13,6.42,low fat,0.1057,breakfast,130.56,OUT010,1998,medium,Tier 3,grocery store,131.16
2314,FDF26,6.82,regular,0.0467,canned,153.5,OUT045,2002,medium,Tier 2,supermarket type1,2153.2
2315,FDN02,12.86,low fat,0.0735,canned,205.36,OUT027,1985,medium,Tier 3,supermarket type3,5383.66
2316,NCI30,20.25,low fat,0.0589,household,245.55,OUT013,1987,high,Tier 3,supermarket type1,1724.42
2317,NCJ31,19.2,low fat,0.1829,others,243.02,OUT049,1999,medium,Tier 1,supermarket type1,3615.29
2318,NCQ54,17.7,low fat,0.021,household,166.85,OUT010,1998,medium,Tier 3,grocery store,168.45
2319,FDB02,9.7,regular,0.0292,canned,175.44,OUT045,2002,medium,Tier 2,supermarket type1,2999.43
2320,FDC02,12.86,low fat,0.0685,canned,259.33,OUT027,1985,medium,Tier 3,supermarket type3,4165.24
2321,FDA11,7.75,low fat,0.0433,baking goods,95.64,OUT045,2002,medium,Tier 2,supermarket type1,1134.52
2322,DRI23,12.86,low fat,0.1365,hard drinks,159.66,OUT027,1985,medium,Tier 3,supermarket type3,2888.24
2323,FDE04,19.75,regular,0.0181,frozen foods,179.87,OUT049,1999,medium,Tier 1,supermarket type1,2696.49
2325,FDG46,12.86,regular,0.0576,snack foods,115.45,OUT019,1985,small,Tier 1,grocery store,113.85
2326,NCJ05,12.86,low fat,0.0459,health and hygiene,152.37,OUT027,1985,medium,Tier 3,supermarket type3,2287.02
2327,FDU01,12.86,regular,0.021,canned,185.19,OUT019,1985,small,Tier 1,grocery store,555.28
2328,FDY11,6.71,regular,0.0297,baking goods,66.61,OUT017,2007,medium,Tier 2,supermarket type1,1120.54
2329,FDX60,14.35,low fat,0.0805,baking goods,79.3,OUT013,1987,high,Tier 3,supermarket type1,719.06
2330,NCN29,15.2,low fat,0.0,health and hygiene,47.8,OUT049,1999,medium,Tier 1,supermarket type1,437.43
2331,FDT07,5.82,regular,0.0,fruits and vegetables,256.63,OUT049,1999,medium,Tier 1,supermarket type1,2050.66
2332,FDI21,5.59,regular,0.0568,snack foods,61.92,OUT018,2009,medium,Tier 3,supermarket type2,1214.42
2333,FDI41,18.5,regular,0.0623,frozen foods,148.04,OUT046,1997,small,Tier 1,supermarket type1,2059.99
2334,FDE10,12.86,regular,0.0895,snack foods,133.16,OUT027,1985,medium,Tier 3,supermarket type3,3672.55
2335,FDQ28,14.0,regular,0.0604,frozen foods,153.57,OUT046,1997,small,Tier 1,supermarket type1,3089.31
2337,NCK05,12.86,low fat,0.1356,health and hygiene,61.15,OUT019,1985,small,Tier 1,grocery store,61.25
2338,FDH12,9.6,low fat,0.0851,baking goods,107.13,OUT045,2002,medium,Tier 2,supermarket type1,1278.34
2339,FDJ27,17.7,regular,0.1226,meat,103.87,OUT017,2007,medium,Tier 2,supermarket type1,1528.01
2340,DRL35,15.7,low fat,0.0,hard drinks,43.38,OUT010,1998,medium,Tier 3,grocery store,129.83
2341,NCY29,13.65,low fat,0.0777,health and hygiene,55.09,OUT017,2007,medium,Tier 2,supermarket type1,1301.64
2342,FDC21,14.6,regular,0.0432,fruits and vegetables,110.13,OUT017,2007,medium,Tier 2,supermarket type1,1844.93
2343,FDM33,15.6,low fat,0.0882,snack foods,220.18,OUT017,2007,medium,Tier 2,supermarket type1,5068.74
2344,DRJ39,20.25,low fat,0.0363,dairy,217.55,OUT013,1987,high,Tier 3,supermarket type1,1095.24
2345,FDB22,8.02,low fat,0.1865,snack foods,152.0,OUT010,1998,medium,Tier 3,grocery store,307.6
2346,FDC32,18.35,low fat,0.099,fruits and vegetables,93.85,OUT013,1987,high,Tier 3,supermarket type1,1295.65
2347,FDD02,16.6,low fat,0.0,canned,118.81,OUT046,1997,small,Tier 1,supermarket type1,2607.27
2348,FDL28,10.0,regular,0.0632,frozen foods,228.67,OUT035,2004,small,Tier 2,supermarket type1,3455.5
2349,FDL39,16.1,regular,0.0634,dairy,179.43,OUT049,1999,medium,Tier 1,supermarket type1,2345.61
2350,FDV37,13.0,regular,0.1398,canned,196.24,OUT010,1998,medium,Tier 3,grocery store,197.74
2351,FDA28,16.1,regular,0.0481,frozen foods,126.54,OUT017,2007,medium,Tier 2,supermarket type1,1761.71
2352,FDL04,19.0,low fat,0.1121,frozen foods,105.56,OUT049,1999,medium,Tier 1,supermarket type1,1905.52
2353,FDR10,17.6,low fat,0.01,snack foods,163.56,OUT035,2004,small,Tier 2,supermarket type1,3086.65
2354,FDA39,6.32,low fat,0.0128,meat,39.18,OUT017,2007,medium,Tier 2,supermarket type1,1060.62
2355,FDR15,9.3,regular,0.0334,meat,153.13,OUT035,2004,small,Tier 2,supermarket type1,4653.94
2356,FDQ40,11.1,regular,0.0362,frozen foods,175.07,OUT017,2007,medium,Tier 2,supermarket type1,3339.65
2357,DRG23,12.86,low fat,0.0864,hard drinks,151.27,OUT027,1985,medium,Tier 3,supermarket type3,2439.49
2358,FDU36,6.15,low fat,0.0462,baking goods,99.44,OUT013,1987,high,Tier 3,supermarket type1,1379.54
2359,FDF47,20.85,low fat,0.0976,starchy foods,223.97,OUT046,1997,small,Tier 1,supermarket type1,897.5
2360,FDH14,17.1,regular,0.0468,canned,141.48,OUT046,1997,small,Tier 1,supermarket type1,1404.84
2361,FDO45,13.15,regular,0.0381,snack foods,86.39,OUT018,2009,medium,Tier 3,supermarket type2,615.2
2362,FDK60,16.5,regular,0.0938,baking goods,95.71,OUT035,2004,small,Tier 2,supermarket type1,1069.27
2363,FDS43,11.65,low fat,0.0407,fruits and vegetables,185.92,OUT017,2007,medium,Tier 2,supermarket type1,4101.33
2364,FDN44,13.15,low fat,0.0228,fruits and vegetables,160.29,OUT049,1999,medium,Tier 1,supermarket type1,4793.76
2365,FDS34,19.35,regular,0.0769,snack foods,113.95,OUT049,1999,medium,Tier 1,supermarket type1,1138.52
2366,FDU20,19.35,regular,0.0215,fruits and vegetables,122.21,OUT045,2002,medium,Tier 2,supermarket type1,2771.73
2367,FDP44,16.5,regular,0.0796,fruits and vegetables,101.43,OUT013,1987,high,Tier 3,supermarket type1,1948.13
2368,FDC02,21.35,low fat,0.0688,canned,258.53,OUT035,2004,small,Tier 2,supermarket type1,5206.56
2369,FDT56,16.0,regular,0.1156,fruits and vegetables,57.52,OUT035,2004,small,Tier 2,supermarket type1,173.77
2370,NCA06,20.5,low fat,0.1432,household,34.92,OUT013,1987,high,Tier 3,supermarket type1,73.24
2371,FDE04,19.75,regular,0.018,frozen foods,180.47,OUT013,1987,high,Tier 3,supermarket type1,3415.55
2372,NCX06,17.6,low fat,0.0158,household,179.2,OUT017,2007,medium,Tier 2,supermarket type1,3803.05
2373,FDX49,4.62,regular,0.1024,canned,234.33,OUT017,2007,medium,Tier 2,supermarket type1,3961.51
2374,DRM59,5.88,low fat,0.0036,hard drinks,154.2,OUT018,2009,medium,Tier 3,supermarket type2,1384.2
2375,FDJ34,11.8,regular,0.0938,snack foods,126.07,OUT049,1999,medium,Tier 1,supermarket type1,1251.7
2376,FDP60,17.35,low fat,0.0,baking goods,101.9,OUT013,1987,high,Tier 3,supermarket type1,1821.63
2377,FDI07,12.35,regular,0.0338,meat,196.94,OUT046,1997,small,Tier 1,supermarket type1,5141.31
2378,FDV07,12.86,low fat,0.0311,fruits and vegetables,111.02,OUT027,1985,medium,Tier 3,supermarket type3,3205.16
2379,FDH41,9.0,low fat,0.0822,frozen foods,214.15,OUT045,2002,medium,Tier 2,supermarket type1,1720.43
2380,NCB31,6.24,low fat,0.1189,household,263.29,OUT049,1999,medium,Tier 1,supermarket type1,3418.88
2381,FDW34,9.6,low fat,0.0,snack foods,244.82,OUT035,2004,small,Tier 2,supermarket type1,4374.31
2382,FDX45,16.75,low fat,0.1054,snack foods,156.16,OUT017,2007,medium,Tier 2,supermarket type1,782.32
2383,FDH14,17.1,regular,0.0469,canned,141.38,OUT049,1999,medium,Tier 1,supermarket type1,1685.81
2384,FDF26,6.82,regular,0.0781,canned,154.6,OUT010,1998,medium,Tier 3,grocery store,153.8
2385,FDU24,6.78,regular,0.141,baking goods,92.21,OUT017,2007,medium,Tier 2,supermarket type1,4101.33
2386,FDX11,16.0,regular,0.1072,baking goods,181.96,OUT018,2009,medium,Tier 3,supermarket type2,3453.5
2387,FDF35,15.0,low fat,0.154,starchy foods,105.99,OUT035,2004,small,Tier 2,supermarket type1,1179.13
2388,NCC43,7.39,low fat,0.0932,household,251.31,OUT018,2009,medium,Tier 3,supermarket type2,1004.03
2389,FDG29,17.6,low fat,0.0563,frozen foods,42.55,OUT046,1997,small,Tier 1,supermarket type1,419.45
2390,FDS44,12.65,regular,0.156,fruits and vegetables,239.65,OUT046,1997,small,Tier 1,supermarket type1,3845.66
2391,FDZ10,17.85,low fat,0.0445,snack foods,127.1,OUT046,1997,small,Tier 1,supermarket type1,2024.03
2392,FDC52,11.15,regular,0.0083,dairy,150.47,OUT013,1987,high,Tier 3,supermarket type1,1956.12
2393,DRL35,15.7,low fat,0.0307,hard drinks,42.88,OUT035,2004,small,Tier 2,supermarket type1,1168.48
2394,NCP55,14.65,low fat,0.0,others,56.46,OUT010,1998,medium,Tier 3,grocery store,55.26
2395,FDV38,12.86,low fat,0.1013,dairy,55.1,OUT027,1985,medium,Tier 3,supermarket type3,2020.04
2396,FDL44,18.25,low fat,0.0123,fruits and vegetables,160.49,OUT045,2002,medium,Tier 2,supermarket type1,3074.0
2397,FDZ47,20.7,regular,0.0,baking goods,98.7,OUT017,2007,medium,Tier 2,supermarket type1,1884.88
2398,FDT45,15.85,low fat,0.0573,snack foods,53.4,OUT046,1997,small,Tier 1,supermarket type1,1364.89
2399,FDN23,6.58,regular,0.0756,breads,145.74,OUT049,1999,medium,Tier 1,supermarket type1,3193.18
2400,NCP43,17.75,low fat,0.0306,others,177.87,OUT045,2002,medium,Tier 2,supermarket type1,2336.96
2402,FDA02,12.86,regular,0.0296,dairy,143.58,OUT027,1985,medium,Tier 3,supermarket type3,3756.44
2404,FDF56,16.7,regular,0.1201,fruits and vegetables,181.3,OUT017,2007,medium,Tier 2,supermarket type1,3078.66
2405,NCN26,10.85,low fat,0.0287,household,115.18,OUT046,1997,small,Tier 1,supermarket type1,2109.25
2406,FDD22,10.0,low fat,0.0998,snack foods,113.75,OUT049,1999,medium,Tier 1,supermarket type1,3243.78
2407,FDU15,13.65,regular,0.0445,meat,37.95,OUT010,1998,medium,Tier 3,grocery store,71.91
2408,FDB41,19.0,regular,0.1629,frozen foods,46.87,OUT010,1998,medium,Tier 3,grocery store,189.09
2409,FDZ35,9.6,regular,0.0224,breads,102.5,OUT017,2007,medium,Tier 2,supermarket type1,2579.98
2410,FDT60,12.0,low fat,0.076,baking goods,124.14,OUT017,2007,medium,Tier 2,supermarket type1,1486.07
2411,FDE51,5.92,regular,0.0964,dairy,43.81,OUT035,2004,small,Tier 2,supermarket type1,312.26
2412,NCQ06,13.0,low fat,0.0418,household,254.5,OUT035,2004,small,Tier 2,supermarket type1,4845.03
2413,FDS28,8.18,regular,0.0829,frozen foods,58.56,OUT017,2007,medium,Tier 2,supermarket type1,171.78
2414,FDH32,12.8,low fat,0.0762,fruits and vegetables,96.54,OUT045,2002,medium,Tier 2,supermarket type1,1834.28
2415,FDW37,19.2,low fat,0.1243,canned,89.75,OUT045,2002,medium,Tier 2,supermarket type1,2082.62
2416,FDY33,14.5,regular,0.0972,snack foods,159.43,OUT046,1997,small,Tier 1,supermarket type1,2705.15
2417,FDF17,5.19,low fat,0.0429,frozen foods,196.81,OUT017,2007,medium,Tier 2,supermarket type1,3731.81
2418,FDG56,13.3,regular,0.0714,fruits and vegetables,61.05,OUT013,1987,high,Tier 3,supermarket type1,1592.59
